cik,sic,company_name,industry
37748,1221.0,MASSEY ENERGY CO,BITUMINOUS COAL & LIGNITE SURFACE MINING
37785,2800.0,FMC CORP,CHEMICALS & ALLIED PRODUCTS
37808,6021.0,FNB CORP/PA/,NATIONAL COMMERCIAL BANKS
37996,3711.0,FORD MOTOR CO,MOTOR VEHICLES & PASSENGER CAR BODIES
38009,6159.0,FORD MOTOR CREDIT CO LLC,MISCELLANEOUS BUSINESS CREDIT INSTITUTION
38067,6512.0,FOREST CITY ENTERPRISES INC,OPERATORS OF NONRESIDENTIAL BUILDINGS
38074,2834.0,FOREST LABORATORIES INC,PHARMACEUTICAL PREPARATIONS
38079,1311.0,SABINE OIL & GAS CORP,CRUDE PETROLEUM & NATURAL GAS
38264,3089.0,"FORWARD INDUSTRIES, INC.","PLASTICS PRODUCTS, NEC"
38723,6141.0,1ST FRANKLIN FINANCIAL CORP,PERSONAL CREDIT INSTITUTIONS
38725,3621.0,FRANKLIN ELECTRIC CO INC,MOTORS & GENERATORS
38777,6282.0,FRANKLIN RESOURCES INC,INVESTMENT ADVICE
38984,5063.0,"REAL INDUSTRY, INC.","WHOLESALE-ELECTRICAL APPARATUS & EQUIPMENT, WIRING SUPPLIES"
39020,3825.0,FREQUENCY ELECTRONICS INC,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS
39047,5812.0,FRISCHS RESTAURANTS INC,RETAIL-EATING PLACES
39092,3310.0,FRIEDMAN INDUSTRIES INC,"STEEL WORKS, BLAST FURNACES & ROLLING & FINISHING MILLS"
39263,6021.0,"CULLEN/FROST BANKERS, INC.",NATIONAL COMMERCIAL BANKS
39273,4213.0,FROZEN FOOD EXPRESS INDUSTRIES INC,TRUCKING (NO LOCAL)
39311,6022.0,INDEPENDENT BANK CORP /MI/,STATE COMMERCIAL BANKS
39368,2891.0,FULLER H B CO,ADHESIVES & SEALANTS
39648,7200.0,G&K SERVICES INC,SERVICES-PERSONAL SERVICES
39677,1531.0,AVATAR HOLDINGS INC,OPERATIVE BUILDERS
39899,4833.0,TEGNA INC,TELEVISION BROADCASTING STATIONS
39911,5651.0,GAP INC,RETAIL-FAMILY CLOTHING STORES
40194,4922.0,GATEWAY ENERGY CORP/NE,NATURAL GAS TRANSMISSION
40211,4700.0,GATX CORP,TRANSPORTATION SERVICES
40528,4955.0,"MEDCLEAN TECHNOLOGIES, INC.",HAZARDOUS WASTE MANAGEMENT
40533,3730.0,GENERAL DYNAMICS CORP,SHIP & BOAT BUILDING & REPAIRING
40545,3600.0,GENERAL ELECTRIC CO,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP)
40554,6141.0,GENERAL ELECTRIC CAPITAL CORP,PERSONAL CREDIT INSTITUTIONS
40570,7361.0,GEE GROUP INC.,SERVICES-EMPLOYMENT AGENCIES
40704,2040.0,GENERAL MILLS INC,GRAIN MILL PRODUCTS
40729,6022.0,ALLY FINANCIAL INC.,STATE COMMERCIAL BANKS
40730,3711.0,MOTORS LIQUIDATION CO,MOTOR VEHICLES & PASSENGER CAR BODIES
40888,3760.0,"AEROJET ROCKETDYNE HOLDINGS, INC.",GUIDED MISSILES & SPACE VEHICLES & PARTS
40987,5013.0,GENUINE PARTS CO,WHOLESALE-MOTOR VEHICLE SUPPLIES & NEW PARTS
41023,1311.0,GEORESOURCES INC,CRUDE PETROLEUM & NATURAL GAS
41719,2621.0,MAGNERA CORP,PAPER MILLS
42136,2400.0,"CHANG-ON INTERNATIONAL, INC.",LUMBER & WOOD PRODUCTS (NO FURNITURE)
42228,2090.0,GOLDEN ENTERPRISES INC,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS
42284,1531.0,WHITEMARK HOMES INC,OPERATIVE BUILDERS
42316,1623.0,GOLDFIELD CORP,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION"
42542,3760.0,GOODRICH CORP,GUIDED MISSILES & SPACE VEHICLES & PARTS
42582,3011.0,GOODYEAR TIRE & RUBBER CO /OH/,TIRES & INNER TUBES
42682,3561.0,GORMAN RUPP CO,PUMPS & PUMPING EQUIPMENT
42888,3561.0,GRACO INC,PUMPS & PUMPING EQUIPMENT
43196,4833.0,"GRAY MEDIA, INC",TELEVISION BROADCASTING STATIONS
43300,5411.0,GREAT ATLANTIC & PACIFIC TEA CO INC,RETAIL-GROCERY STORES
43350,4924.0,GAS NATURAL INC.,NATURAL GAS DISTRIBUTION
43410,6795.0,GREAT NORTHERN IRON ORE PROPERTIES,MINERAL ROYALTY TRADERS
43920,3412.0,"GREIF, INC","METAL SHIPPING BARRELS, DRUMS, KEGS & PAILS"
44689,6512.0,GYRODYNE CO OF AMERICA INC,OPERATORS OF NONRESIDENTIAL BUILDINGS
45012,1389.0,HALLIBURTON CO,"OIL & GAS FIELD SERVICES, NEC"
45621,5122.0,AMEXDRUG CORP,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES"
45876,8900.0,ENVIRI CORP,"SERVICES-SERVICES, NEC"
45919,7331.0,HARTE HANKS INC,SERVICES-DIRECT MAIL ADVERTISING SERVICES
45947,6311.0,TALCOTT RESOLUTION LIFE INSURANCE CO,LIFE INSURANCE
46080,3944.0,"HASBRO, INC.","GAMES, TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES)"
46129,3825.0,ALLIENT INC,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS
46195,6022.0,BANK OF HAWAII CORP,STATE COMMERCIAL BANKS
46207,4911.0,HAWAIIAN ELECTRIC CO INC,ELECTRIC SERVICES
46250,5160.0,HAWKINS INC,WHOLESALE-CHEMICALS & ALLIED PRODUCTS
46619,3724.0,HEICO CORP,AIRCRAFT ENGINES & ENGINE PARTS
46640,2030.0,HEINZ H J CO,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES"
46765,1381.0,"HELMERICH & PAYNE, INC.",DRILLING OIL & GAS WELLS
47111,2060.0,HERSHEY CO,SUGAR & CONFECTIONERY PRODUCTS
47129,7510.0,HERTZ CORP,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS)
47217,3570.0,HP INC,COMPUTER & OFFICE EQUIPMENT
47307,3823.0,CRAWFORD UNITED CORP,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL"
47518,3841.0,"HILL-ROM HOLDINGS, INC.",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
47710,1600.0,HITACHI LTD,HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS
48039,2911.0,HOLLYFRONTIER CORP,PETROLEUM REFINING
48287,2522.0,HNI CORP,OFFICE FURNITURE (NO WOOD)
48465,2011.0,HORMEL FOODS CORP /DE/,MEAT PACKING PLANTS
48732,4911.0,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,ELECTRIC SERVICES
48898,3670.0,HUBBELL INC,ELECTRONIC COMPONENTS & ACCESSORIES
49071,6324.0,HUMANA INC,HOSPITAL & MEDICAL SERVICE PLANS
49196,6021.0,HUNTINGTON BANCSHARES INC /MD/,NATIONAL COMMERCIAL BANKS
49279,1311.0,HUSKY ENERGY INC,CRUDE PETROLEUM & NATURAL GAS
49534,6311.0,LIFE PARTNERS HOLDINGS INC,LIFE INSURANCE
49600,6798.0,EASTGROUP PROPERTIES INC,REAL ESTATE INVESTMENT TRUSTS
49615,3669.0,ID SYSTEMS INC,"COMMUNICATIONS EQUIPMENT, NEC"
49648,4911.0,IDAHO POWER CO,ELECTRIC SERVICES
49728,3672.0,IEC ELECTRONICS CORP,PRINTED CIRCUIT BOARDS
49754,5812.0,"DINE BRANDS GLOBAL, INC.",RETAIL-EATING PLACES
49826,3560.0,ILLINOIS TOOL WORKS INC,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT
49930,3290.0,IMPERIAL INDUSTRIES INC,"ABRASIVE, ASBESTOS & MISC NONMETALLIC MINERAL PRODS"
49938,2911.0,IMPERIAL OIL LTD,PETROLEUM REFINING
50104,2911.0,ANDEAVOR,PETROLEUM REFINING
50292,3678.0,IEH CORP,ELECTRONIC CONNECTORS
50471,7374.0,"REPOSITRAK, INC.",SERVICES-COMPUTER PROCESSING & DATA PREPARATION
50493,5411.0,INGLES MARKETS INC,RETAIL-GROCERY STORES
50725,3442.0,GRIFFON CORP,"METAL DOORS, SASH, FRAMES, MOLDINGS & TRIM"
50863,3674.0,INTEL CORP,SEMICONDUCTORS & RELATED DEVICES
50957,2510.0,FURNITURE BRANDS INTERNATIONAL INC,HOUSEHOLD FURNITURE
51011,6770.0,INTERDYNE CO,BLANK CHECKS
51143,3570.0,INTERNATIONAL BUSINESS MACHINES CORP,COMPUTER & OFFICE EQUIPMENT
51253,2860.0,INTERNATIONAL FLAVORS & FRAGRANCES INC,INDUSTRIAL ORGANIC CHEMICALS
51434,2621.0,INTERNATIONAL PAPER CO /NEW/,PAPER MILLS
51548,7948.0,INTERNATIONAL SPEEDWAY CORP,"SERVICES-RACING, INCLUDING TRACK OPERATION"
51644,7311.0,"INTERPUBLIC GROUP OF COMPANIES, INC.",SERVICES-ADVERTISING AGENCIES
52795,5063.0,ANIXTER INTERNATIONAL INC,"WHOLESALE-ELECTRICAL APPARATUS & EQUIPMENT, WIRING SUPPLIES"
52827,6798.0,RAYONIER INC,REAL ESTATE INVESTMENT TRUSTS
52988,1600.0,JACOBS SOLUTIONS INC.,HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS
53320,7372.0,STRATEGIC INTERNET INVESTMENTS INC,SERVICES-PREPACKAGED SOFTWARE
53500,6500.0,"NEW BASTION DEVELOPMENT, INC.",REAL ESTATE
53669,2531.0,JOHNSON CONTROLS INC,PUBLIC BLDG & RELATED FURNITURE
54187,6512.0,MAYS J W INC,OPERATORS OF NONRESIDENTIAL BUILDINGS
54381,3760.0,KAMAN CORP,GUIDED MISSILES & SPACE VEHICLES & PARTS
54441,1700.0,FURMANITE CORP,CONSTRUCTION - SPECIAL TRADE CONTRACTORS
54473,6311.0,KANSAS CITY LIFE INSURANCE CO,LIFE INSURANCE
54480,4011.0,KANSAS CITY SOUTHERN,"RAILROADS, LINE-HAUL OPERATING"
54507,4931.0,WESTAR ENERGY INC /KS,ELECTRIC & OTHER SERVICES COMBINED
54681,3559.0,KATY INDUSTRIES INC,"SPECIAL INDUSTRY MACHINERY, NEC"
55067,2040.0,KELLANOVA,GRAIN MILL PRODUCTS
55135,7363.0,KELLY SERVICES INC,SERVICES-HELP SUPPLY SERVICES
55234,7990.0,KENILWORTH SYSTEMS CORP,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION
55242,3541.0,KENNAMETAL INC,"MACHINE TOOLS, METAL CUTTING TYPES"
55362,6311.0,INVESTORS HERITAGE CAPITAL CORP,LIFE INSURANCE
55387,4911.0,KENTUCKY UTILITIES CO,ELECTRIC SERVICES
55529,3821.0,KEWAUNEE SCIENTIFIC CORP /DE/,LABORATORY APPARATUS & FURNITURE
55604,3312.0,KEYSTONE CONSOLIDATED INDUSTRIES INC,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)"
55772,2510.0,KIMBALL INTERNATIONAL INC,HOUSEHOLD FURNITURE
55785,2670.0,KIMBERLY CLARK CORP,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES)
56047,4400.0,KIRBY CORP,WATER TRANSPORTATION
56594,3531.0,KOMATSU LTD,CONSTRUCTION MACHINERY & EQUIP
56679,7361.0,KORN FERRY,SERVICES-EMPLOYMENT AGENCIES
56701,3651.0,KOSS CORP,HOUSEHOLD AUDIO & VIDEO EQUIPMENT
56868,1311.0,PRIMEENERGY RESOURCES CORP,CRUDE PETROLEUM & NATURAL GAS
56873,5411.0,KROGER CO,RETAIL-GROCERY STORES
56978,3674.0,KULICKE & SOFFA INDUSTRIES INC,SEMICONDUCTORS & RELATED DEVICES
57055,2834.0,KV PHARMACEUTICAL CO /DE/,PHARMACEUTICAL PREPARATIONS
57083,3674.0,KYOCERA CORP,SEMICONDUCTORS & RELATED DEVICES
57131,2510.0,LA-Z-BOY INC,HOUSEHOLD FURNITURE
57183,4924.0,SPIRE MISSOURI INC,NATURAL GAS DISTRIBUTION
57515,2030.0,LANCASTER COLONY CORP,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES"
57528,2052.0,"SNYDER'S-LANCE, INC.",COOKIES & CRACKERS
57725,2834.0,LANNETT CO INC,PHARMACEUTICAL PREPARATIONS
58361,2711.0,"LEE ENTERPRISES, INC",NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING
58492,2510.0,LEGGETT & PLATT INC,HOUSEHOLD FURNITURE
58592,6794.0,4 KIDS ENTERTAINMENT INC,PATENT OWNERS & LESSORS
58822,3841.0,LESCARDEN INC,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
59255,2810.0,VALHI INC /DE/,INDUSTRIAL INORGANIC CHEMICALS
59440,2111.0,VECTOR GROUP LTD,CIGARETTES
59478,2834.0,ELI LILLY & CO,PHARMACEUTICAL PREPARATIONS
59527,3540.0,LINCOLN ELECTRIC HOLDINGS INC,METALWORKG MACHINERY & EQUIPMENT
59558,6311.0,LINCOLN NATIONAL CORP,LIFE INSURANCE
59860,1000.0,GOLDRICH MINING CO,METAL MINING
60086,6331.0,LOEWS CORP,"FIRE, MARINE & CASUALTY INSURANCE"
60519,2400.0,LOUISIANA-PACIFIC CORP,LUMBER & WOOD PRODUCTS (NO FURNITURE)
60667,5211.0,LOWES COMPANIES INC,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS
60714,2810.0,"LSB INDUSTRIES, INC.",INDUSTRIAL INORGANIC CHEMICALS
60751,2860.0,LUBRIZOL CORP,INDUSTRIAL ORGANIC CHEMICALS
60849,3560.0,LUFKIN INDUSTRIES INC,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT
60876,3949.0,CYBEX INTERNATIONAL INC,"SPORTING & ATHLETIC GOODS, NEC"
60977,3714.0,LYDALL INC /DE/,MOTOR VEHICLE PARTS & ACCESSORIES
61004,3679.0,LGL GROUP INC,"ELECTRONIC COMPONENTS, NEC"
61339,4931.0,MADISON GAS & ELECTRIC CO,ELECTRIC & OTHER SERVICES COMBINED
61398,1311.0,TELLURIAN INC. /DE/,CRUDE PETROLEUM & NATURAL GAS
61986,3531.0,MANITOWOC CO INC,CONSTRUCTION MACHINERY & EQUIP
62234,7830.0,MARCUS CORP,SERVICES-MOTION PICTURE THEATERS
62709,6411.0,"MARSH & MCLENNAN COMPANIES, INC.","INSURANCE AGENTS, BROKERS & SERVICE"
62996,3430.0,MASCO CORP /DE/,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES"
63271,3600.0,PANASONIC CORP,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP)
63276,3942.0,MATTEL INC /DE/,DOLLS & STUFFED TOYS
63296,3360.0,MATTHEWS INTERNATIONAL CORP,NONFERROUS FOUNDRIES (CASTINGS)
63330,6500.0,MAUI LAND & PINEAPPLE CO INC,REAL ESTATE
63754,2090.0,MCCORMICK & CO INC,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS
63908,5812.0,MCDONALDS CORP,RETAIL-EATING PLACES
64040,7320.0,S&P GLOBAL INC.,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES"
64279,1311.0,MCMORAN EXPLORATION CO /DE/,CRUDE PETROLEUM & NATURAL GAS
64463,6199.0,"SOLUNA HOLDINGS, INC",FINANCE SERVICES
64472,3531.0,GENCOR INDUSTRIES INC,CONSTRUCTION MACHINERY & EQUIP
64670,3845.0,MEDTRONIC INC,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
64803,5912.0,CVS HEALTH CORP,RETAIL-DRUG STORES AND PROPRIETARY STORES
64978,2834.0,MERCK SHARP & DOHME CORP.,PHARMACEUTICAL PREPARATIONS
64996,6331.0,MERCURY GENERAL CORP,"FIRE, MARINE & CASUALTY INSURANCE"
65011,2721.0,MEREDITH CORP,PERIODICALS: PUBLISHING OR PUBLISHING & PRINTING
65100,6211.0,"MERRILL LYNCH & CO., INC.","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES"
65172,6795.0,MESABI TRUST,MINERAL ROYALTY TRADERS
65201,3564.0,MET PRO CORP,INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFING EQUIP
65270,3678.0,METHODE ELECTRONICS INC,ELECTRONIC CONNECTORS
65312,7200.0,"EVI INDUSTRIES, INC.",SERVICES-PERSONAL SERVICES
65596,6211.0,SIEBERT FINANCIAL CORP,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES"
65759,3674.0,MICROPAC INDUSTRIES INC,SEMICONDUCTORS & RELATED DEVICES
65770,3679.0,"MICROVISION, INC.","ELECTRONIC COMPONENTS, NEC"
65984,4911.0,ENTERGY CORP /DE/,ELECTRIC SERVICES
66004,4941.0,MIDDLESEX WATER CO,WATER SUPPLY
66382,2520.0,HERMAN MILLER INC,OFFICE FURNITURE
66418,1311.0,MEXCO ENERGY CORP,CRUDE PETROLEUM & NATURAL GAS
66496,6794.0,MILLS MUSIC TRUST,PATENT OWNERS & LESSORS
66570,3842.0,MSA SAFETY INC,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES"
66600,1090.0,MINERAL MOUNTAIN MINING & MILLING CO,MISCELLANEOUS METAL ORES
66649,1000.0,MINES MANAGEMENT INC,METAL MINING
66740,3841.0,3M CO,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
66756,4931.0,ALLETE INC,ELECTRIC & OTHER SERVICES COMBINED
66904,4911.0,MISSISSIPPI POWER CO,ELECTRIC SERVICES
67088,6029.0,MITSUBISHI UFJ FINANCIAL GROUP INC,"COMMERCIAL BANKS, NEC"
67099,5172.0,MITSUI & CO LTD,WHOLESALE-PETROLEUM & PETROLEUM PRODUCTS (NO BULK STATIONS)
67215,1623.0,DYCOM INDUSTRIES INC,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION"
67279,3829.0,MOCON INC,"MEASURING & CONTROLLING DEVICES, NEC"
67347,3714.0,MODINE MANUFACTURING CO,MOTOR VEHICLE PARTS & ACCESSORIES
67472,3678.0,MOLEX INC,ELECTRONIC CONNECTORS
67517,3270.0,MONARCH CEMENT CO,"CONCRETE, GYPSUM & PLASTER PRODUCTS"
67625,6798.0,MONMOUTH REAL ESTATE INVESTMENT CORP,REAL ESTATE INVESTMENT TRUSTS
67716,1400.0,MDU RESOURCES GROUP INC,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS)
67887,3590.0,MOOG INC.,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT
68145,5812.0,MORGANS FOODS INC,RETAIL-EATING PLACES
68270,5812.0,RUBY TUESDAY INC,RETAIL-EATING PLACES
68505,3663.0,"MOTOROLA SOLUTIONS, INC.",RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT
68589,4924.0,QUESTAR GAS CO,NATURAL GAS DISTRIBUTION
68622,4813.0,QWEST CORP,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)
68709,3829.0,MTS SYSTEMS CORP,"MEASURING & CONTROLLING DEVICES, NEC"
69422,6513.0,INTERGROUP CORP,OPERATORS OF APARTMENT BUILDINGS
69488,3089.0,MYERS INDUSTRIES INC,"PLASTICS PRODUCTS, NEC"
69499,2834.0,MYLAN INC.,PHARMACEUTICAL PREPARATIONS
69633,3669.0,"NAPCO SECURITY TECHNOLOGIES, INC","COMMUNICATIONS EQUIPMENT, NEC"
69671,5140.0,NASH FINCH CO,WHOLESALE-GROCERIES & RELATED PRODUCTS
69733,5812.0,"NATHANS FAMOUS, INC.",RETAIL-EATING PLACES
69891,2086.0,NATIONAL BEVERAGE CORP,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS
70145,4924.0,NATIONAL FUEL GAS CO,NATURAL GAS DISTRIBUTION
70318,8062.0,TENET HEALTHCARE CORP,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC"
70415,8200.0,GP STRATEGIES CORP,SERVICES-EDUCATIONAL SERVICES
70487,8731.0,NATIONAL RESEARCH CORP,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH
70502,6159.0,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,MISCELLANEOUS BUSINESS CREDIT INSTITUTION
70530,3674.0,NATIONAL SEMICONDUCTOR CORP,SEMICONDUCTORS & RELATED DEVICES
70684,6311.0,NATIONAL WESTERN LIFE INSURANCE CO,LIFE INSURANCE
70793,2834.0,NBTY INC,PHARMACEUTICAL PREPARATIONS
70858,6021.0,BANK OF AMERICA CORP /DE/,NATIONAL COMMERCIAL BANKS
70866,3578.0,NCR VOYIX CORP,CALCULATING & ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS)
71180,4911.0,NEVADA POWER CO,ELECTRIC SERVICES
71557,4813.0,"NUVERA COMMUNICATIONS, INC.",TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)
71691,2711.0,NEW YORK TIMES CO,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING
71829,3533.0,NPK INTERNATIONAL INC.,OIL & GAS FIELD MACHINERY & EQUIPMENT
72020,4924.0,NICOR INC,NATURAL GAS DISTRIBUTION
72127,3570.0,NEC CORP,COMPUTER & OFFICE EQUIPMENT
72162,2810.0,NL INDUSTRIES INC,INDUSTRIAL INORGANIC CHEMICALS
72170,2834.0,INERGETICS INC,PHARMACEUTICAL PREPARATIONS
72205,2451.0,NOBILITY HOMES INC,MOBILE HOMES
72207,1311.0,NOBLE ENERGY INC,CRUDE PETROLEUM & NATURAL GAS
72316,1400.0,NORD RESOURCES CORP,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS)
72331,3569.0,NORDSON CORP,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC"
72333,5651.0,NORDSTROM INC,RETAIL-FAMILY CLOTHING STORES
72444,2836.0,NABI BIOPHARMACEUTICALS,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
72499,6311.0,ALLIANZ LIFE INSURANCE CO OF NORTH AMERICA,LIFE INSURANCE
72573,3873.0,MOVADO GROUP INC,"WATCHES, CLOCKS, CLOCKWORK OPERATED DEVICES/PARTS"
72741,4911.0,EVERSOURCE ENERGY,ELECTRIC SERVICES
72903,4931.0,XCEL ENERGY INC,ELECTRIC & OTHER SERVICES COMBINED
72909,4931.0,NORTHERN STATES POWER CO /WI/,ELECTRIC & OTHER SERVICES COMBINED
72911,3661.0,NORTEL NETWORKS CORP,TELEPHONE & TELEGRAPH APPARATUS
72971,6021.0,WELLS FARGO & COMPANY/MN,NATIONAL COMMERCIAL BANKS
73020,4924.0,NORTHWEST NATURAL GAS CO,NATURAL GAS DISTRIBUTION
73048,8200.0,BROADVIEW INSTITUTE INC,SERVICES-EDUCATIONAL SERVICES
73088,4931.0,NORTHWESTERN CORP,ELECTRIC & OTHER SERVICES COMBINED
73124,6022.0,NORTHERN TRUST CORP,STATE COMMERCIAL BANKS
73290,2835.0,BIOMERICA INC,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
73309,3312.0,NUCOR CORP,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)"
73605,3728.0,OAKRIDGE HOLDINGS INC,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC"
73756,1389.0,OCEANEERING INTERNATIONAL INC,"OIL & GAS FIELD SERVICES, NEC"
73887,4522.0,BRISTOW GROUP INC,"AIR TRANSPORTATION, NONSCHEDULED"
74046,3990.0,OIL DRI CORP OF AMERICA,MISCELLANEOUS MANUFACTURING INDUSTRIES
74145,4911.0,OKLAHOMA GAS & ELECTRIC CO,ELECTRIC SERVICES
74208,6798.0,"UDR, INC.",REAL ESTATE INVESTMENT TRUSTS
74260,6351.0,OLD REPUBLIC INTERNATIONAL CORP,SURETY INSURANCE
74303,2800.0,OLIN CORP,CHEMICALS & ALLIED PRODUCTS
74688,3827.0,OPT SCIENCES CORP,OPTICAL INSTRUMENTS & LENSES
74818,3679.0,ORBIT INTERNATIONAL CORP,"ELECTRONIC COMPONENTS, NEC"
75208,4412.0,OVERSEAS SHIPHOLDING GROUP INC,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
75252,5047.0,OWENS & MINOR INC/VA/,"WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES"
75288,2320.0,OXFORD INDUSTRIES INC,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS"
75340,3540.0,P&F INDUSTRIES INC,METALWORKG MACHINERY & EQUIPMENT
75362,3711.0,PACCAR INC,MOTOR VEHICLES & PASSENGER CAR BODIES
75439,3841.0,"MEDITE CANCER DIAGNOSTICS, INC.",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
75594,4911.0,PACIFICORP /OR/,ELECTRIC SERVICES
75677,2650.0,PACKAGING CORP OF AMERICA,PAPERBOARD CONTAINERS & BOXES
75679,4813.0,"GCI, LLC",TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)
75829,3569.0,PALL CORP,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC"
76063,4922.0,"PANHANDLE EASTERN PIPE LINE COMPANY, LP",NATURAL GAS TRANSMISSION
76149,2060.0,PARADISE INC,SUGAR & CONFECTIONERY PRODUCTS
76267,3728.0,PARK AEROSPACE CORP,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC"
76282,3460.0,PARK OHIO HOLDINGS CORP,METAL FORGINGS & STAMPINGS
76321,1381.0,PARKER DRILLING CO /DE/,DRILLING OIL & GAS WELLS
76334,3490.0,PARKER-HANNIFIN CORP,MISCELLANEOUS FABRICATED METAL PRODUCTS
76348,2860.0,"CHINA RUITAI INTERNATIONAL HOLDINGS CO., LTD.",INDUSTRIAL ORGANIC CHEMICALS
76605,3714.0,PATRICK INDUSTRIES INC,MOTOR VEHICLE PARTS & ACCESSORIES
77159,1311.0,RANGER OIL CORP,CRUDE PETROLEUM & NATURAL GAS
77281,6798.0,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,REAL ESTATE INVESTMENT TRUSTS
77360,3550.0,PENTAIR PLC,SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY)
77449,5531.0,PEP BOYS MANNY MOE & JACK,RETAIL-AUTO & HOME SUPPLY STORES
77476,2080.0,PEPSICO INC,BEVERAGES
77543,1540.0,TUTOR PERINI CORP,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS
77597,3080.0,SPARTECH CORP,MISCELLANEOUS PLASTICS PRODUCTS
77776,6159.0,PHH CORP,MISCELLANEOUS BUSINESS CREDIT INSTITUTION
77877,1311.0,PETROLEUM DEVELOPMENT CORP,CRUDE PETROLEUM & NATURAL GAS
78003,2834.0,PFIZER INC,PHARMACEUTICAL PREPARATIONS
78128,4941.0,"ESSENTIAL UTILITIES, INC.",WATER SUPPLY
78150,4813.0,PLDT INC.,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)
78239,2320.0,PHILLIPS VAN HEUSEN CORP /DE/,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS"
78311,4841.0,SOOUM CORP.,CABLE & OTHER PAY TELEVISION SERVICES
78460,4924.0,PIEDMONT NATURAL GAS CO INC,NATURAL GAS DISTRIBUTION
